school_id,school_name,undergraduate_enrollment,student_to_faculty_ratio,classes_less_than_20,acceptance_rate,graduation_rate,annual_cost,usnews_score,funding,type,state,state_abb,city,rmp_school_score,department,equivalent_byui_college,professor_name,overall_quality,difficulty,would_take_again,n_ratings
209,Charter Oak State College,1501,13,NA,1,0.509,8254,NA,public,online,Connecticut,CT,New Britain,4.1,Mathematics,College of Physical Sciences and Engineering,Marsha Jones,2,4.5,0.34,4
209,Charter Oak State College,1501,13,NA,1,0.509,8254,NA,public,online,Connecticut,CT,New Britain,4.1,Mathematics,College of Physical Sciences and Engineering,Jody Tate,4.6,2.9,1,8
209,Charter Oak State College,1501,13,NA,1,0.509,8254,NA,public,online,Connecticut,CT,New Britain,4.1,Mathematics,College of Physical Sciences and Engineering,Keith Earnshaw,5,3,1,1
209,Charter Oak State College,1501,13,NA,1,0.509,8254,NA,public,online,Connecticut,CT,New Britain,4.1,Mathematics,College of Physical Sciences and Engineering,Andre Freeman,2.8,4.3,0.72,13
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Biology,College of Agriculture and Life Sciences,James Tuohy,5,4,1,1
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Biology,College of Agriculture and Life Sciences,Jan Frye,4.7,2.7,NA,3
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Biology,College of Agriculture and Life Sciences,Eric Casler,3,4,0.5,2
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Biology,College of Agriculture and Life Sciences,Paula Gentry,2.7,3.7,NA,2
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Biology,College of Agriculture and Life Sciences,Jeff Hill,5,2.5,1,2
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Business,College of Business and Communication,Bob Carson,5,4,NA,1
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Business,College of Business and Communication,Jennifer Cook,5,4,NA,1
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Business,College of Business and Communication,Linda Baldwin,4,1,NA,1
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Business,College of Business and Communication,Irene Meares,2.5,1,NA,2
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Business,College of Business and Communication,Laurie Barfitt,4.3,4,1,2
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Education,College of Education and Human Development,Trinidad Tolar,3,3.5,1,2
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Education,College of Education and Human Development,Carlos Del Rio,1,2,0,2
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Education,College of Education and Human Development,Roberta Marquez,3.9,3.6,0.78,18
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Education,College of Education and Human Development,Manuel Bustamante,5,2.5,1,8
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Education,College of Education and Human Development,Don Risdon,4.4,3.8,0.92,52
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,English,College of Language and Letters,Sharman Russell,5,3,NA,2
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,English,College of Language and Letters,Andrew Joy,4.8,3,1,3
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,English,College of Language and Letters,Royce Grubic,1.8,4.6,0.2,5
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,English,College of Language and Letters,Tamer Ellis,2,3,NA,1
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,English,College of Language and Letters,Bill Toth,4.1,2.1,1,5
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,English,College of Physical Sciences and Engineering,Beattie Linda,1.3,3,NA,4
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Mathematics,College of Physical Sciences and Engineering,Rex Johnson,1.2,3.7,NA,3
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Mathematics,College of Physical Sciences and Engineering,Shannon Muehlhausen,5,1,NA,1
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Mathematics,College of Physical Sciences and Engineering,Alireza Arasteh,4.2,2.1,1,15
672,Western New Mexico University,3479,12,NA,1,0.333,13679,0.25,public,traditional,New Mexico,NM,Silver City,2.7,Mathematics,College of Physical Sciences and Engineering,Mitra Ahsan,1,2,NA,1
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Biology,College of Agriculture and Life Sciences,Vincent Hustad,5,3,1,1
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Biology,College of Agriculture and Life Sciences,Charles Lamb,3.1,4.6,1,9
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Biology,College of Agriculture and Life Sciences,Shane Sarver,2.8,2.3,0,4
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Biology,College of Agriculture and Life Sciences,Raeann Mettler,1.4,2.8,0,1
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Biology,College of Agriculture and Life Sciences,Holly Downing,2.2,3.8,0.25,5
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Business,College of Business and Communication,David Scarborough,4.8,3,NA,2
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Business,College of Business and Communication,Liz Diers,2.5,2,NA,1
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Business,College of Business and Communication,Avi Jain,2.5,2.7,1,3
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Business,College of Business and Communication,Adam Bailey,3.6,2.4,0.6,5
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Business,College of Business and Communication,Blake Rayfield,4.8,3,1,4
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Education,College of Education and Human Development,Laura Turner,1.2,5,NA,3
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Education,College of Education and Human Development,Cody Lawson,4.7,1.7,1,3
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Education,College of Education and Human Development,Brian Eberhard,4,3,1,1
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Education,College of Education and Human Development,Denice Turner,4,3,1,1
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Education,College of Education and Human Development,Sharman Adams,5,2,1,1
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,English,College of Language and Letters,Carol Duncan,4.5,3,1,2
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,English,College of Language and Letters,Brandyn Jonson,3,2,0.67,1
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,English,College of Language and Letters,Nicolas Wallerstein,4.5,2.8,1,18
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,English,College of Language and Letters,Vincent King,2.8,4.3,0.43,45
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,English,College of Language and Letters,Rhonda Mehrer,1.2,4.5,0,8
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,English,College of Physical Sciences and Engineering,Jeff Winter,5,3,1,1
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Mathematics,College of Physical Sciences and Engineering,Daniel Swenson,3.1,3.4,0.5,12
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Mathematics,College of Physical Sciences and Engineering,Parthasarathi Nag,2.6,4,0.4,10
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Mathematics,College of Physical Sciences and Engineering,Holly Stillson,3,2.3,NA,3
115,Black Hills State University,3346,16,0.6,0.83,0.371,16961,0.25,public,traditional,South Dakota,SD,Spearfish,3.1,Mathematics,College of Physical Sciences and Engineering,Liz Lane-Harvard,3.8,4,NA,2
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Biology,College of Agriculture and Life Sciences,Robin Vance,4.1,3.1,1,10
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Biology,College of Agriculture and Life Sciences,Scott Herbert,3.7,4.4,NA,8
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Biology,College of Agriculture and Life Sciences,Brian Ness,3.1,3.3,0.84,18
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Biology,College of Agriculture and Life Sciences,Brian Wong,3.7,4.4,NA,8
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Biology,College of Agriculture and Life Sciences,Amy Wyrick,3.8,4.4,0.78,25
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Business,College of Business and Communication,Larry Taylor,4.5,2.1,NA,18
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Business,College of Business and Communication,David Bell,4.2,2.6,1,5
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Business,College of Business and Communication,Abram Fisher,3.7,3,0.67,3
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Business,College of Business and Communication,Dan Madrid,4.4,2.3,NA,7
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Business,College of Business and Communication,John Nunes,5,2,1,2
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Social Work,College of Education and Human Development,Alisa Jacobo,4.2,2.8,1,5
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Psychology,College of Education and Human Development,Aubyn Fulton,4.4,3.6,1,27
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Psychology,College of Education and Human Development,James Cephas,3.5,1.8,0.67,6
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Psychology,College of Education and Human Development,Charlene Bainum,4.4,2.3,0,35
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Psychology,College of Education and Human Development,Micael Milmine,4.8,2.6,1,5
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,English,College of Language and Letters,Sara Kakazu,4,3,0,4
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,English,College of Language and Letters,Peter Katz,5,2,1,4
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,English,College of Language and Letters,John McDowell,5,3.3,NA,3
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,English,College of Language and Letters,Georgina Hill,5,3,NA,1
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,English,College of Language and Letters,Cynthia Westerbeck,4.8,3.3,1,3
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Mathematics,College of Physical Sciences and Engineering,Roy Benton,3,3.4,0.34,7
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Mathematics,College of Physical Sciences and Engineering,Lloyd Best,4.6,2.3,1,13
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Mathematics,College of Physical Sciences and Engineering,Chantel Blackburn,1.5,4.7,0,12
751,Pacific Union College,825,11,0.73,0.58,0.25,21259,0.46,private,religious,California,CA,Angwin,3.7,Mathematics,College of Physical Sciences and Engineering,Steve Waters,4,2.9,NA,12
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Biology,College of Agriculture and Life Sciences,Steven Haase,3.6,3.4,1,32
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Biology,College of Agriculture and Life Sciences,Susan Alberts,3.4,2.8,0,10
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Biology,College of Agriculture and Life Sciences,Jill Rhodes,4.7,1.7,NA,6
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Biology,College of Agriculture and Life Sciences,Emily Bernhardt,3.3,3.6,1,14
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Biology,College of Agriculture and Life Sciences,H. Frederik Nijhout,3.6,3.2,1,9
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Business,College of Business and Communication,Ming Yang,3.1,2.9,1,8
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Business,College of Business and Communication,Rachelle Macon,1,5,0,3
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Business,College of Business and Communication,Paula Eckland,3,3.5,0.5,2
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Business,College of Business and Communication,Alon Brav,4,3.5,NA,4
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Business,College of Business and Communication,Amanda Starling Gould,5,1,1,2
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Education,College of Education and Human Development,Anne Brewster,4.4,2.7,NA,15
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Education,College of Education and Human Development,Molly Goldwasser,3,1.5,0.67,2
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Education,College of Education and Human Development,Sue Wasiolek,5,3,1,1
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Education,College of Education and Human Development,Amy Anderson,4.2,1.5,0.84,18
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Education,College of Education and Human Development,Aaron Colston,2,2,1,1
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,English,College of Language and Letters,Jessica Boon,4.5,3.3,NA,13
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,English,College of Language and Letters,Sarah Beckwit,3.9,2.7,1,8
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,English,College of Language and Letters,Marianna Torgovnick,3.2,3.1,1,15
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,English,College of Language and Letters,Fiona Somerset,4.6,1.8,NA,10
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,English,College of Language and Letters,Hilarie Lloyd,5,4.2,1,4
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Mathematics,College of Physical Sciences and Engineering,Mathias Heymann,4.2,2.5,NA,13
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Mathematics,College of Physical Sciences and Engineering,Richard Hain,3.5,4.3,0.5,14
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Mathematics,College of Physical Sciences and Engineering,Sergei Belov,1.8,4.3,NA,6
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Mathematics,College of Physical Sciences and Engineering,David Kraines,3.2,3.1,NA,15
1350,Duke University,6883,6,0.7,0.06,0.91,32459,0.92,private,traditional,North Carolina,NC,Durham,4.5,Mathematics,College of Physical Sciences and Engineering,Matt Bowen,2.3,4,NA,10
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Biology,College of Agriculture and Life Sciences,Erick Powell,4.5,2,NA,2
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Biology,College of Agriculture and Life Sciences,Doug Gardner,3.3,3.5,NA,4
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Biology,College of Agriculture and Life Sciences,Carter Tate,3.5,2,NA,2
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Biology,College of Agriculture and Life Sciences,Jae Cauble,4.2,2.7,NA,81
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Biology,College of Agriculture and Life Sciences,Jacob Thatcher,4.5,4,NA,2
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Business,College of Business and Communication,Bruce Kusch,2.9,3.5,NA,15
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Business,College of Business and Communication,Kevin Shiley,3.7,3,NA,22
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Business,College of Business and Communication,Candyce Miller,1.6,3.7,NA,43
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Business,College of Business and Communication,Gordon Santhoff,4.1,2.5,1,4
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Business,College of Business and Communication,Darin Holderness,5,1,NA,1
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Education,College of Education and Human Development,V J Lammons,4.8,1.9,NA,11
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Education,College of Education and Human Development,Lynda Hawkes,3.1,2.8,0.19,58
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Education,College of Education and Human Development,Teresa Blakely,4.3,2.6,0.86,14
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Education,College of Education and Human Development,Bryce Owens,4.2,1.4,NA,11
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Education,College of Education and Human Development,Linda Hodgen,1.8,3,NA,6
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,English,College of Language and Letters,Greg Hazard,4.8,1.6,1,45
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,English,College of Language and Letters,Kim Ence,4.1,2.4,NA,7
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,English,College of Language and Letters,Julie Engstrom,4.9,1.3,NA,13
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,English,College of Language and Letters,Phillip Murdock,3.8,3,NA,38
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,English,College of Language and Letters,Janet Christensen,4.1,3,0.5,34
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Mathematics,College of Physical Sciences and Engineering,Anna Pruett,2.3,3.1,NA,18
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Mathematics,College of Physical Sciences and Engineering,Jeremy Snell,4.4,1.8,NA,42
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Mathematics,College of Physical Sciences and Engineering,Ronald Lagerstorm,5,2.8,NA,5
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Mathematics,College of Physical Sciences and Engineering,Larry Bassist,3,2.5,NA,2
1754,Brigham Young University-Idaho,44481,21,NA,0.97,0.65,6698,0.53,private,religious,Idaho,ID,Rexburg,4.2,Mathematics,College of Physical Sciences and Engineering,Richard Nygaard,4.4,2.9,0,7
